"","Query","Tax","Matching","MapQ","AS.max"
"244","0349aac9-27ba-4332-9000-a53d31b47d06","Lactobacillus_fermentum",90.5405405405405,1,2086
"248","034f1ae9-2153-453b-86d6-8ab4dce9c344","Enterococcus_faecium",80.5980528511822,0,1182
"252","0358a327-7e06-497b-80b6-441377321afc","Lactobacillus_paracasei",89.410092395167,1,1892
"256","035bb80e-a9de-43a5-bfa7-e0b4a6ec68cc","Lactobacillus_fermentum",84.2598794373744,0,1572
"259","0361820a-3a91-48c9-84ec-2e0fe443493f","Lactobacillus_casei",85.8815426997245,0,1634
"267","036fd24b-7066-4a61-9d77-c428e28c102e","Lactobacillus_paracasei",88.8647866955893,0,1776
"271","0372a0db-842b-4b9b-8d2a-89ecb27bfae2","Lactobacillus_buchneri",89.8818316100443,0,1860
"274","03747900-e128-45ae-bb02-9afda31fca99","Lactobacillus_casei",96.0246744345442,0,2538
"276","0398d5b6-2fe1-47d4-823b-8528ccf812dc","Lactobacillus_casei",94.5504087193461,0,2428
"280","03a60588-b57d-4ec1-a963-4fcba1e9594a","Lactobacillus_casei",85.8741258741259,0,1556
"284","03bf7f36-18e5-4e0d-83c8-9c0bb1d1dcd7","Lactobacillus_casei",90.6186267845003,0,2072
"290","03d25775-59ba-4720-94b1-37527b4cc89e","Lactobacillus_fermentum",91.1945392491468,1,2082
"294","03e396a3-96da-4887-845c-48124a784fcd","Lactobacillus_casei",94.4444444444444,1,2366
"299","03f35876-b64e-410d-9405-6dbbd80320b6","Lactobacillus_brevis",88.8888888888889,1,1820
"301","04385f1f-ce40-4f86-bbbf-3a45cf7575a9","Lactobacillus_casei",88.9328063241107,0,1652
"305","04658a23-2749-49c9-a8f0-feeb64aaf02d","Lactobacillus_casei",95.6013745704467,0,2492
"307","04674861-ce8c-4e42-a5f1-282a0a1e5303","Lactobacillus_casei",86.1526946107784,0,1504
"313","0469cd1a-9d67-4e67-b7e3-268408a628f8","Lactobacillus_fermentum",92.4567474048443,0,2214
"315","049bd26b-d3dc-4d6e-ab8c-71964bad97e2","Lactobacillus_casei",86.8312757201646,1,1716
"322","04a2c1fb-8bde-4c7e-bb2b-875526c1c5bd","Lactobacillus_delbrueckii",80.2989130434783,0,1144
"326","04b5a0ca-5ae1-4ff4-8f72-2613201fce5f","Lactobacillus_fermentum",94.9659863945578,0,2482
"328","04ba4ec1-f5ca-44ac-99c4-7aa2c69e2dd9","Lactobacillus_casei",92.6925608953259,0,2348
"336","04ca8b19-c380-40b0-bc7c-c8e7767a2837","Lactobacillus_fermentum",92.4252491694352,1,2312
"339","04f2b1bb-16f7-403d-9bff-5b0e1c12c058","Pediococcus_pentosaceus",79.957953749124,0,1144
"343","04f92e3b-acf6-4f3a-a9fb-4a1e7161d804","Lactobacillus_buchneri",88.5881492318947,1,1770
"347","05062581-4068-4fde-bc02-7e94bc237fc4","Lactobacillus_casei",94.1422594142259,0,2342
"354","05162f4d-2586-4486-9737-d0aa826f3bc6","Lactobacillus_paracasei",85.2323360916614,1,1704
"359","0517c6ea-5e0f-4e5b-a600-b2d4e4a28e05","Lactobacillus_rhamnosus",85.9913793103448,1,1544
"362","0518d02d-f404-4ffd-bfe2-c3e2520846c9","Pediococcus_claussenii",84.5904298459043,0,1278
"367","053a523a-c64b-414d-96a4-4e248c8b74d0","Lactobacillus_oris",85.8723958333333,1,1700
"371","053a7cad-60ff-45ba-a817-286b76ea83e2","Lactobacillus_paracasei",90.5906593406593,1,2062
"373","054c91f9-2172-4eaa-b42f-324518cbe080","Lactobacillus_casei",87.8686327077748,0,1864
"377","054e3e70-aeaa-4b65-9f53-1970840106cf","Lactobacillus_fermentum",90.801393728223,0,2016
"382","0576af14-fcc2-4d8f-9428-30869905d7ea","Lactobacillus_fermentum",87.4496644295302,1,1796
"386","0578e250-6b0c-4278-ac90-8afdb2c0b788","Lactobacillus_casei",92.5271739130435,0,2266
"390","0579be5d-8c6c-4bec-9c03-84af416baa91","Lactobacillus_casei",95.3920220082531,0,2464
"395","058c55ea-c1b7-4c6c-929d-8dac74fc74a5","Lactobacillus_buchneri",87.5463306152706,0,1662
"396","059b9a5a-6470-4458-852f-6d025074a020","Lactobacillus_casei",88.9042995839112,0,1850
"399","05a31e56-1abd-49ca-bd04-672af83671f2","Lactobacillus_casei",90.5673274094327,0,2026
"403","05ace3a6-5cd1-4a4a-b18d-3924a99976c0","Lactobacillus_paracasei",82.8492392807746,2,1396
"407","05b6a0a4-360d-4f9c-b889-965f3000ff93","Lactobacillus_fermentum",85.0684931506849,0,1538
"412","05b8fb87-03ee-4cc1-a000-855168344cf2","Lactobacillus_hokkaidonensis",88.5632594710507,0,1818
"416","05c77219-7e4d-4797-ac16-1c76c6d97762","Lactobacillus_casei",92.239010989011,0,2202
"421","05e209e6-111a-4da3-95bd-c565403c9468","Lactobacillus_fermentum",89.8233215547703,0,1930
"424","05e30ee6-2c42-4fbb-ab41-5761b90e34bb","Lactobacillus_casei",82.3246217331499,0,1330
"430","05e6523a-33bc-4bde-a1e3-51baddbae98c","Lactobacillus_buchneri",89.155749636099,0,1802
"435","05e6fa6a-d094-464e-8ca7-16436c5403e3","Lactobacillus_paracasei",88.1805157593123,0,1752
"438","05ee09f2-df32-4f38-a2aa-3348e2c9c6d8","Lactobacillus_casei",94.9175824175824,0,2430
"441","0635e680-3a5e-482b-acf8-32b21f4e7c7e","Lactobacillus_casei",87.2252747252747,0,1744
"447","065a85bf-466f-44e6-a113-f624831a8291","Lactobacillus_casei",92.2160444797458,0,1896
"449","065ead20-ea9d-4a49-b0a5-3ed447bf0a77","Lactobacillus_casei",89.2265193370166,0,1950
"453","0675ee33-96b1-4732-a00e-f7130b739e8b","Lactobacillus_buchneri",88.8176638176638,0,1848
"454","0676733d-1d00-457b-a1c4-4a2890292594","Lactobacillus_casei",93.870523415978,0,2346
"462","06994e26-7566-46d2-b183-da52b4749c77","Lactobacillus_paracasei",87.1116986120291,0,1862
"465","06b20d72-0e45-43d4-b130-4016266407ea","Lactobacillus_casei",93.4953538241601,0,2206
"468","06bc1592-634e-4cff-9bfe-0ea610bf30d0","Lactobacillus_casei",84.7364818617385,1,1496
"475","06d4f9f4-1a77-4f80-a37f-5407543a7a33","Lactobacillus_fermentum",93.0089102124743,1,2262
"478","06edf4b8-3dad-4e3e-bda5-546b47bfff5f","Lactobacillus_casei",95.6760466712423,0,2498
"481","06f2fbf4-5eec-42cc-a1da-39bd9599c49a","Lactobacillus_casei",90.6961178045515,0,2116
"484","06ff91ce-4fe8-4dc7-9b88-5862e82966d1","Lactobacillus_casei",86.7852604828463,0,1846
"488","07020bdc-eefd-4219-91ec-32e39c03bc71","Lactobacillus_casei",84.803605924018,0,1686
"492","0714b9b1-24b8-47f7-a76a-be8cf5b8d0ba","Lactobacillus_casei",82.8232354778264,1,1510
"498","0733adc9-0808-4977-8156-84cd01294906","Lactobacillus_salivarius",83.1299353912419,0,1304
"500","0753f1db-d68e-46de-a656-c4f46ac07d9c","Lactobacillus_casei",90.850144092219,0,1962
"506","0757535d-870c-4dc7-aa0a-63d1408c978d","Lactobacillus_fermentum",95.4545454545455,0,2472
"509","075f0695-70c7-4540-9cce-630e0f02f4fa","Lactobacillus_casei",87.8387769284225,0,1764
"511","076547ef-0f25-4a34-bc79-5d5d188de683","Lactobacillus_casei",82.2311289245157,0,1324
"517","076eb5f3-4ea9-4fc4-bfd3-7fc85090c446","Lactobacillus_casei",92.2214435879467,0,2144
"521","077a37a6-6347-4387-8c79-207e5f5e0d3b","Lactobacillus_casei",92.9703652653343,0,2248
"524","07c7ffff-0a42-4042-9ec7-6cd5f73c88cb","Lactobacillus_casei",93.2881355932203,0,2314
"527","07cf8c34-b0d0-49de-aefb-73bbb092a1e3","Lactobacillus_casei",92.2614575507137,0,1990
"536","07dcd8f3-b511-427b-9467-30b7df5c57b8","Lactobacillus_sakei",87.1161548731642,1,1790
"540","07f0a1e7-d999-48df-82d5-8a555e4944a0","Lactobacillus_fermentum",89.4736842105263,0,2020
"545","07f89799-d9f9-4f48-af82-acc11ca379f1","Lactobacillus_fermentum",87.9446640316206,0,1898
"548","07feade3-562c-4dc4-92d8-12d3eb54031f","Lactobacillus_casei",94.8412698412698,0,2544
"551","08688cee-6c2e-46f0-99f8-15df1f718220","Lactobacillus_casei",84.5741113346747,0,1540
"557","0869b244-95b0-4df6-b4b3-b5584438f99c","Lactobacillus_casei",89.26735218509,0,2072
"562","086b17b3-8dc4-429c-b85a-a238a87db259","Lactobacillus_fermentum",90.5277401894452,0,2060
"569","087705a6-cdc0-4719-a916-33fc7bad2886","Lactobacillus_rhamnosus",91.7251051893408,1,2112
"573","089462fa-f17f-49ca-8b6b-28bded4e9ace","Pediococcus_claussenii",88.1540697674419,0,1730
"578","08a916ae-4246-47cf-ab7f-277a22c518c9","Lactobacillus_paracasei",92.358803986711,1,2284
"580","08b43081-b8e3-4a82-b10e-afbcc861ba23","Lactobacillus_casei",93.6431989063568,0,2322
"586","08c24b8e-a35d-4b93-9a98-f6908e29470e","Lactobacillus_paracasei",89.1499654457498,1,1984
"588","08e6d260-0a03-4d3f-a0f9-e9fad8a052fc","Lactobacillus_casei",82.8846153846154,0,1494
"597","08ef6f0f-4da0-48c5-b86d-6348ae5ddfc5","Lactobacillus_fermentum",82.2045152722444,1,1348
"602","08f4934f-d1d7-4ee8-909b-edaacd091dfd","Lactobacillus_paracasei",90.9980430528376,4,2198
"605","0900f88d-1b90-462b-9bfe-71ea556f525b","Lactobacillus_casei",93.296853625171,0,2302
"610","09011fe8-ece3-4220-adcf-22394824716a","Lactobacillus_casei",94.5429740791269,0,2408
"614","0906a101-af65-4647-8e98-c87169e6956a","Lactobacillus_brevis",86.7487328023172,1,1612
"618","092a05b0-2514-4bf6-b227-c190fb4198d3","Lactobacillus_fermentum",95.0684931506849,1,2440
"623","092d2335-0d01-4677-a9cf-065325e36056","Lactobacillus_paracasei",86.5271419228254,1,1780
"626","0931dacc-e407-44c8-bec2-c83e06a555b2","Lactobacillus_casei",91.9191919191919,0,1916
"629","093c1cfe-db6d-4349-ac8f-caea7205560c","Lactobacillus_casei",95.1303155006859,0,2454
"635","095fb9f7-17b2-49bf-b430-6ecf3998afde","Lactobacillus_fermentum",93.0686406460296,0,2310
"637","097bcfb3-612b-4119-8e02-4e0fa66c38b3","Lactobacillus_casei",85.7338820301783,0,1606
"643","098797dd-7d7c-4aa2-9588-c15cc1ddd27b","Lactobacillus_casei",89.6928327645051,0,1980
"647","09aa2183-54c9-45a4-9019-fbfaa75b1540","Lactobacillus_johnsonii",83.3929849677881,0,1362
"653","09b1845b-d5bf-463d-a225-60e00d9c8811","Lactobacillus_fermentum",86.892880904857,1,1808
"657","09bbb89b-aba4-41ef-9cd5-4cfd590a1f06","Lactobacillus_fermentum",87.1241830065359,1,1866
"659","09bc7a79-bcbf-4a68-90fc-d1eb0db8d3ba","Lactobacillus_casei",92.0927062031356,0,2196
"662","09cbe3f2-6f92-4f22-8774-0cc6ae33caf3","Lactobacillus_amylolyticus",87.6065065840434,60,1602
"669","09e87c85-6898-4cc3-bc9e-d2f64ed3e48c","Enterococcus_faecium",80.3379416282642,1,1010
"673","09ebc760-f2f6-486f-8616-613457259b25","Lactobacillus_ginsenosidimutans",89.4951140065147,0,1648
"678","09f92c55-d473-44a5-a92a-9d7bdc22f12f","Lactobacillus_brevis",86.0215053763441,1,1576
"681","0a369270-9eaa-43bd-b130-a83ad83c463d","Lactobacillus_delbrueckii",94.6132596685083,0,2386
"686","0a5cdc98-a549-4676-afc1-4ffb64a24a8d","Lactobacillus_paracasei",86.6368286445013,1,1826
"690","0a6ccf59-f671-4964-b2e8-c2288bf7e6c0","Lactobacillus_fermentum",86.0586319218241,0,1752
"696","0a6fbbda-4ef5-4699-9dff-3716e7abf241","Pediococcus_claussenii",87.2912127814089,0,1688
"697","0a766414-99e1-4d4e-ad2b-ffc1e7af6260","Lactobacillus_casei",87.8099173553719,0,1778
"704","0a778a22-916e-4d31-877c-443fdca70f0d","Pediococcus_claussenii",84.5846645367412,0,1300
"708","0a804560-f73b-4000-ad32-0efc6d9eca82","Lactobacillus_delbrueckii",89.1541609822647,0,1950
"712","0a9573f2-6aa8-4bcf-bb68-e914a193bead","Lactobacillus_fermentum",89.5994832041344,1,2084
"716","0ab23295-8afe-4610-af40-41747b521b5c","Lactobacillus_fermentum",89.8838004101162,0,1992
"717","0ab7f6e9-f727-4e39-befc-1f7252e87da7","Lactobacillus_casei",94.8418156808803,0,2410
"721","0b12bbdb-64c1-43e5-b603-5673fb5014a7","Lactobacillus_delbrueckii",87.1496924128503,0,1726
"726","0b3b70f9-ca73-4670-b245-b27f5165825d","Lactobacillus_paracasei",89.3645484949833,1,1994
"728","0b499ea0-117b-4bdb-b70d-264a10c3d261","Lactobacillus_ginsenosidimutans",82.6178747361013,32,1292
"734","0b4c77e3-f2c6-453d-affa-f3679f2c52eb","Lactobacillus_casei",90.138067061144,0,2126
"739","0b59a5d8-6273-4aa9-aa77-b50bddea764f","Lactobacillus_buchneri",88.5007278020378,1,1774
"746","0b70b86d-3106-47cf-80dc-259098a2b0ba","Lactobacillus_rhamnosus",85.531914893617,0,1560
"749","0b754d92-9e66-4630-ae1a-70f4946bd481","Lactobacillus_fermentum",86.742934051144,0,1798
"751","0b7efbc5-9c1f-4c92-a4a7-45b4a6ed8b94","Lactobacillus_casei",92.4024640657084,0,2222
"754","0b8462ec-d8f7-4070-b2e6-5c7159f48694","Lactobacillus_casei",92.202462380301,0,2212
"760","0b86dafc-2674-465d-9fff-88d51aec4466","Lactobacillus_fermentum",93.3884297520661,1,2304
"764","0b98a494-5ef2-4235-803a-ccc6ce1f2491","Lactobacillus_fermentum",86.4084507042253,0,1636
"766","0ba3b6d5-3db4-4ab1-8eba-2796d6de73f9","Lactobacillus_casei",84.4323589394969,0,1524
"770","0bc9ea22-541f-4f26-8660-bb7199e1bf8f","Lactobacillus_fermentum",93.8095238095238,0,2358
"773","0bfbcc13-562a-481f-aeaa-740626dcd5f3","Lactobacillus_casei",94.3565037852719,0,2384
"778","0bfc4262-2830-49a8-ae20-48ad7ff8c1a6","Lactobacillus_brevis",85.7333333333333,1,1704
"783","0bfdbad7-6914-4961-822a-b7dfa1c33014","Lactobacillus_casei",91.2806539509537,0,2134
"788","0c160ebc-d97c-4ee1-94f2-e4d796c9b845","Lactobacillus_mucosae",84.149855907781,1,1424
"792","0c1dbf7e-6c29-420f-9c46-1b363c6ba7c3","Lactobacillus_fermentum",92.7653820148749,0,2294
"794","0c288839-d8da-4023-84b5-80954b84db00","Lactobacillus_casei",83.4473324213406,1,1446
"799","0c460367-12a6-4055-99fd-f577ac6ba5b0","Lactobacillus_casei",86.9127516778524,1,1760
"806","0c589455-7247-4262-ab47-7d334ccc5217","Lactobacillus_rhamnosus",87.8721859114016,1,1702
"807","0c5ac2e8-76bb-4e1f-bda0-2bf351640b55","Lactobacillus_casei",90.1293396868618,0,2020
"811","0c6ebb7f-3bc4-4873-8e63-f542408c5306","Lactobacillus_casei",92.852185981957,0,2232
"816","0c74cdbe-d193-4dbf-bf2f-68ba5f47f7bc","Lactobacillus_rhamnosus",84.9384503982621,0,1442
"820","0c8401d3-5f35-45b8-8547-c30ac34578cf","Lactobacillus_paracasei",87.1646120377085,1,1646
"823","0c9027bf-fab7-441d-8401-19f3ffab2ff6","Lactobacillus_paracasei",86.1823361823362,1,1636
"826","0ca99fd2-3749-46e5-99cd-c1f969e6b41d","Lactobacillus_casei",92.0689655172414,0,2188
"831","0cd46003-a3d4-40a9-83e9-7397ab4ad039","Lactobacillus_casei",92.5342465753425,0,2232
"835","0cdb7dcf-2667-432e-a784-12be0a5d70fe","Lactobacillus_casei",86.2275449101796,0,1748
"840","0ced0a73-0d89-46c1-af5e-016b1c2868ec","Lactobacillus_paracasei",87.1232876712329,1,1748
"844","0d0cf1e8-964e-4ccf-a1ba-3b80757caba8","Lactobacillus_casei",87.7607788595271,0,1776
"849","0d30eb2e-b300-4db1-b282-89025bb02c91","Lactobacillus_fermentum",91.7309039943938,0,2104
"853","0d5772cf-cbc0-42ab-9a53-43ad9b9d58a1","Lactobacillus_fermentum",95.0272479564033,1,2454
"857","0d8e6ec2-9811-4dd4-9187-92adb60fe19e","Lactobacillus_casei",94.3526170798898,0,2378
"859","0d90d39b-7ea2-4d57-9f4b-8948700aa0b1","Lactobacillus_casei",92.5925925925926,0,2220
"864","0dbbc87b-40d6-4a8d-b771-7f29c511e0f6","Lactobacillus_fermentum",86.0610263522885,0,1626
"868","0dc5cc91-a13c-4c8d-9607-30a66d149745","Lactobacillus_paracasei",87.9972086531752,1,1772
"876","0dc81ccd-a7a9-4f41-acf7-7034332372a3","Lactobacillus_paracasei",87.0309414088216,1,1784
"877","0ddbee1c-ce91-490c-9a41-d7de37324151","Lactobacillus_casei",85.6946354883081,0,1576
"881","0df1980e-627b-4047-bddb-c2863f5a3164","Lactobacillus_fermentum",87.3200822481152,0,1752
"887","0dfc8421-3fbd-48f3-b08b-828245d22eb6","Lactobacillus_fermentum",92.3705722070845,1,2216
"891","0dfd5e26-ba0d-4e9b-86e8-3ad6ca886a70","Lactobacillus_casei",95.5801104972376,0,2490
"896","0e30c22b-0af0-4647-9a5c-9b845e8dd196","Lactobacillus_casei",87.0588235294118,1,1718
"901","0e45f0fe-039c-439d-8a82-08c0d70c8a4d","Lactobacillus_paracasei",93.6155913978495,0,2348
"902","0e5ab37d-3669-4b4f-88e2-16a106c7f915","Lactobacillus_casei",89.0977443609023,0,1770
"905","0e675e9c-0c70-4004-9f0d-eee06de8d772","Lactobacillus_casei",87.1099050203528,0,1772
"907","0e6cb9c6-7ff4-43e1-86a4-cae1843d9fa4","Lactobacillus_casei",86.0387441549766,0,1716
"914","0e76d438-fab0-4b40-9651-2ed39dd555af","Lactobacillus_paracasei",93.2922655715264,1,2306
"917","0e78b5d2-bf70-4632-ae9f-9116301ba164","Lactobacillus_fermentum",92.7586206896552,0,2258
"922","0e832dce-f18c-40f5-b2de-1a3f87e10d6e","Lactobacillus_buchneri",87.4186550976139,0,1680
"924","0e9d744f-7799-47ac-bfc0-d0a269dc5135","Lactobacillus_casei",94.1660947151682,0,2376
"927","0e9f9b28-c1d4-43b4-bb0a-7821080cd3d8","Lactobacillus_casei",92.1750663129973,0,2254
"931","0eaa8928-feff-4bb3-91f2-aa2816a6da56","Lactobacillus_buchneri",85.1301115241636,0,1432
"933","0ec16a04-cfb3-4ec2-ab76-1ab07078d86b","Lactobacillus_casei",93.046357615894,0,2350
"938","0ecc9b21-80d3-41dc-9748-4820ca2196f8","Lactobacillus_fermentum",92.9644808743169,0,2272
"944","0ece1f36-ffa4-43d8-b43d-9995792bd23f","Lactobacillus_paracasei",85.968514715948,1,1662
"949","0edff1fa-1f9e-464b-bad8-dae7c32c7546","Lactobacillus_ginsenosidimutans",79.5172863666014,0,1106
"951","0ef25bb7-756f-4dcb-9558-ce12574db7ad","Lactobacillus_paracasei",82.0143884892086,0,1422
"954","0f2cb6c8-4126-47ab-9db1-0329e7ede76d","Lactobacillus_oris",93.4907010014306,1,2218
"957","0f3d60e4-1609-4259-a8d5-565c9dabe50d","Lactobacillus_casei",92.8522804628999,0,2248
"961","0f4113e7-8e36-4e70-8dd9-4be39c01d4b1","Lactobacillus_fermentum",91.7505030181087,1,2194
"963","0f5af263-5a9b-4c82-a9b1-fe45eaff3a83","Lactobacillus_casei",75.1537515375154,0,846
"970","0f6f77da-a6c4-48f0-bfdb-c783e8419c4e","Lactobacillus_fermentum",95.8904109589041,0,2534
"974","0f7a5b17-7b2f-4db7-a315-bd76e05c1593","Lactobacillus_brevis",84.8171152518979,1,1568
"979","0fa43877-426a-4c53-9a43-7625db510064","Lactobacillus_casei",87.8303198887344,0,1772
"983","0fabc277-1ce8-4922-a38b-5b23a71779b5","Pediococcus_claussenii",86.8300153139357,0,1554
"987","0fafd198-74fa-4fa0-afd9-3cd74b6a7241","Lactobacillus_paracasei",78.118609406953,1,958
"993","0fb330d7-db1a-4402-8894-4eec28a19b8f","Lactobacillus_rhamnosus",88.4531590413943,1,1760
"994","0fbe3fce-af5f-49a1-b040-8e3a2db2d5cf","Lactobacillus_casei",88.1660899653979,0,1814
"998","0fc5095a-facb-4fa5-94e0-36ada480cb36","Lactobacillus_ginsenosidimutans",78.1101291638341,16,928
